date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:09:48	80599/80599	---MCZ	200	added ('OK')	application/x-javascript	date:Mon,%2023%20Jan%202023%2002:36:04%20GMT	https://pxdraft.com/themeforest/tapsi/assets/vendor/bootstrap/js/bootstrap.bundle.min.js	D:/P2/portfolio/pxdraft.com/themeforest/tapsi/assets/vendor/bootstrap/js/bootstrap.bundle.min.js	(from https://pxdraft.com/themeforest/tapsi/index-01-dark.html)
22:09:48	1418/1418	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2023%20Jan%202023%2002:35:46%20GMT	https://pxdraft.com/themeforest/tapsi/assets/vendor/one-page/scrollIt.min.js	D:/P2/portfolio/pxdraft.com/themeforest/tapsi/assets/vendor/one-page/scrollIt.min.js	(from https://pxdraft.com/themeforest/tapsi/index-01-dark.html)
22:09:48	11554/11554	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2023%20Jan%202023%2002:35:38%20GMT	https://pxdraft.com/themeforest/tapsi/assets/js/custom.js	D:/P2/portfolio/pxdraft.com/themeforest/tapsi/assets/js/custom.js	(from https://pxdraft.com/themeforest/tapsi/index-01-dark.html)
22:09:49	220780/220780	---MCZ	200	added ('OK')	text/css	date:Mon,%2023%20Jan%202023%2002:35:58%20GMT	https://pxdraft.com/themeforest/tapsi/assets/vendor/bootstrap/css/bootstrap.min.css	D:/P2/portfolio/pxdraft.com/themeforest/tapsi/assets/vendor/bootstrap/css/bootstrap.min.css	(from https://pxdraft.com/themeforest/tapsi/assets/css/style.css)
22:09:49	63666/63666	---M-Z	200	added ('OK')	text/css	date:Mon,%2023%20Jan%202023%2002:36:03%20GMT	https://pxdraft.com/themeforest/tapsi/assets/vendor/bootstrap/icons/bootstrap-icons.css	D:/P2/portfolio/pxdraft.com/themeforest/tapsi/assets/vendor/bootstrap/icons/bootstrap-icons.css	(from https://pxdraft.com/themeforest/tapsi/assets/css/style.css)
22:09:49	2936/2936	---M-Z	200	added ('OK')	text/css	date:Mon,%2023%20Jan%202023%2002:36:16%20GMT	https://pxdraft.com/themeforest/tapsi/assets/vendor/owl-carousel/css/owl.carousel.min.css	D:/P2/portfolio/pxdraft.com/themeforest/tapsi/assets/vendor/owl-carousel/css/owl.carousel.min.css	(from https://pxdraft.com/themeforest/tapsi/assets/css/style.css)
22:09:50	6951/6951	---M-Z	200	added ('OK')	text/css	date:Mon,%2023%20Jan%202023%2002:35:45%20GMT	https://pxdraft.com/themeforest/tapsi/assets/vendor/magnific/magnific-popup.css	D:/P2/portfolio/pxdraft.com/themeforest/tapsi/assets/vendor/magnific/magnific-popup.css	(from https://pxdraft.com/themeforest/tapsi/assets/css/style.css)
22:09:51	101894/101894	---MCZ	200	added ('OK')	text/css	date:Mon,%2023%20Jan%202023%2002:36:11%20GMT	https://pxdraft.com/themeforest/tapsi/assets/vendor/font-awesome/css/all.min.css	D:/P2/portfolio/pxdraft.com/themeforest/tapsi/assets/vendor/font-awesome/css/all.min.css	(from https://pxdraft.com/themeforest/tapsi/assets/css/style.css)
22:09:51	318/318	---M--	403	error ('Forbidden')	text/html	date:Sun,%2003%20Sep%202023%2016:39:47%20GMT	https://pxdraft.com/themeforest/tapsi/assets/vendor/	D:/P2/portfolio/pxdraft.com/themeforest/tapsi/assets/vendor/index.html	(from https://pxdraft.com/themeforest/tapsi/assets/js/custom.js)
22:09:53	85044/85044	---MCZ	200	added ('OK')	application/font-woff2	date:Mon,%2023%20Jan%202023%2002:36:17%20GMT	https://pxdraft.com/themeforest/tapsi/assets/vendor/bootstrap/icons/fonts/bootstrap-icons.woff2?8bd4575acf83c7696dc7a14a966660a3	D:/P2/portfolio/pxdraft.com/themeforest/tapsi/assets/vendor/bootstrap/icons/fonts/bootstrap-iconse36a.woff2	(from https://pxdraft.com/themeforest/tapsi/assets/vendor/bootstrap/icons/bootstrap-icons.css)
22:09:53	113656/113656	---MCZ	200	added ('OK')	application/font-woff	date:Mon,%2023%20Jan%202023%2002:36:17%20GMT	https://pxdraft.com/themeforest/tapsi/assets/vendor/bootstrap/icons/fonts/bootstrap-icons.woff?8bd4575acf83c7696dc7a14a966660a3	D:/P2/portfolio/pxdraft.com/themeforest/tapsi/assets/vendor/bootstrap/icons/fonts/bootstrap-iconse36a.woff	(from https://pxdraft.com/themeforest/tapsi/assets/vendor/bootstrap/icons/bootstrap-icons.css)
22:09:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Sep%202023%2016:39:49%20GMT	https://pxdraft.com/themeforest/tapsi/assets/vendor/owl-carousel/css/owl.video.play.png	D:/P2/portfolio/pxdraft.com/themeforest/tapsi/assets/vendor/owl-carousel/css/owl.video.play.png	(from https://pxdraft.com/themeforest/tapsi/assets/vendor/owl-carousel/css/owl.carousel.min.css)
22:09:56	83218/83218	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Sep%202023%2016:39:51%20GMT	https://www.pxdraft.com/themeforest/tapsi/assets/vendor/owl-carousel/css/owl.video.play.png	D:/P2/portfolio/www.pxdraft.com/themeforest/tapsi/assets/vendor/owl-carousel/css/owl.video.play.1f.delayed	(from https://pxdraft.com/themeforest/tapsi/assets/vendor/owl-carousel/css/owl.carousel.min.css)
22:09:58	107656/107656	---MCZ	200	added ('OK')	application/font-woff2	date:Mon,%2023%20Jan%202023%2002:36:11%20GMT	https://pxdraft.com/themeforest/tapsi/assets/vendor/font-awesome/webfonts/fa-brands-400.woff2	D:/P2/portfolio/pxdraft.com/themeforest/tapsi/assets/vendor/font-awesome/webfonts/fa-brands-400.woff2	(from https://pxdraft.com/themeforest/tapsi/assets/vendor/font-awesome/css/all.min.css)
22:09:58	186124/186124	---MCZ	200	added ('OK')	application/x-font-ttf	date:Mon,%2023%20Jan%202023%2002:36:11%20GMT	https://pxdraft.com/themeforest/tapsi/assets/vendor/font-awesome/webfonts/fa-brands-400.ttf	D:/P2/portfolio/pxdraft.com/themeforest/tapsi/assets/vendor/font-awesome/webfonts/fa-brands-400.ttf	(from https://pxdraft.com/themeforest/tapsi/assets/vendor/font-awesome/css/all.min.css)
22:09:59	25236/25236	---MCZ	200	added ('OK')	application/font-woff2	date:Mon,%2023%20Jan%202023%2002:36:11%20GMT	https://pxdraft.com/themeforest/tapsi/assets/vendor/font-awesome/webfonts/fa-regular-400.woff2	D:/P2/portfolio/pxdraft.com/themeforest/tapsi/assets/vendor/font-awesome/webfonts/fa-regular-400.woff2	(from https://pxdraft.com/themeforest/tapsi/assets/vendor/font-awesome/css/all.min.css)
22:09:59	62320/62320	---MCZ	200	added ('OK')	application/x-font-ttf	date:Mon,%2023%20Jan%202023%2002:36:10%20GMT	https://pxdraft.com/themeforest/tapsi/assets/vendor/font-awesome/webfonts/fa-regular-400.ttf	D:/P2/portfolio/pxdraft.com/themeforest/tapsi/assets/vendor/font-awesome/webfonts/fa-regular-400.ttf	(from https://pxdraft.com/themeforest/tapsi/assets/vendor/font-awesome/css/all.min.css)
22:10:00	150516/150516	---MCZ	200	added ('OK')	application/font-woff2	date:Mon,%2023%20Jan%202023%2002:36:12%20GMT	https://pxdraft.com/themeforest/tapsi/assets/vendor/font-awesome/webfonts/fa-solid-900.woff2	D:/P2/portfolio/pxdraft.com/themeforest/tapsi/assets/vendor/font-awesome/webfonts/fa-solid-900.woff2	(from https://pxdraft.com/themeforest/tapsi/assets/vendor/font-awesome/css/all.min.css)
22:10:00	4568/4568	---M-Z	200	added ('OK')	application/font-woff2	date:Mon,%2023%20Jan%202023%2002:36:12%20GMT	https://pxdraft.com/themeforest/tapsi/assets/vendor/font-awesome/webfonts/fa-v4compatibility.woff2	D:/P2/portfolio/pxdraft.com/themeforest/tapsi/assets/vendor/font-awesome/webfonts/fa-v4compatibility.woff2	(from https://pxdraft.com/themeforest/tapsi/assets/vendor/font-awesome/css/all.min.css)
22:10:01	397420/397420	---MCZ	200	added ('OK')	application/x-font-ttf	date:Mon,%2023%20Jan%202023%2002:36:12%20GMT	https://pxdraft.com/themeforest/tapsi/assets/vendor/font-awesome/webfonts/fa-solid-900.ttf	D:/P2/portfolio/pxdraft.com/themeforest/tapsi/assets/vendor/font-awesome/webfonts/fa-solid-900.ttf	(from https://pxdraft.com/themeforest/tapsi/assets/vendor/font-awesome/css/all.min.css)
22:10:01	10140/10140	---M-Z	200	added ('OK')	application/x-font-ttf	date:Mon,%2023%20Jan%202023%2002:36:12%20GMT	https://pxdraft.com/themeforest/tapsi/assets/vendor/font-awesome/webfonts/fa-v4compatibility.ttf	D:/P2/portfolio/pxdraft.com/themeforest/tapsi/assets/vendor/font-awesome/webfonts/fa-v4compatibility.ttf	(from https://pxdraft.com/themeforest/tapsi/assets/vendor/font-awesome/css/all.min.css)
